order_id,customer_id,store_id,rider_id,product_id,order_date,order_time,quantity,unit_price,total_amount,promised_delivery_mins,actual_delivery_mins,order_status,is_stockout,payment_method,is_late_delivery
ORD064944,CUST2231,STR002,RDR127,PRD003,2025-08-20,18:53:48,2,147.17,294.34,10,37,Delivered,0,UPI,1
ORD064945,CUST2415,STR001,RDR340,PRD009,2026-05-11,22:09:07,5,226.47,1132.35,10,12,Cancelled,0,COD,1
ORD064946,CUST2694,STR030,RDR348,PRD019,2025-12-29,07:36:11,3,238.28,714.84,10,17,Delivered,1,UPI,1
ORD064947,CUST3364,STR029,RDR052,PRD003,2026-04-24,18:06:06,2,147.17,294.34,10,29,Delivered,0,Card,1
ORD064948,CUST2088,STR007,RDR083,PRD011,2026-01-05,21:46:27,2,37.93,75.86,10,8,Delivered,0,Card,0
ORD064949,CUST4347,STR022,RDR160,PRD037,2025-12-06,10:05:02,2,490.51,981.02,10,8,Delivered,0,Card,0
ORD064950,CUST2858,STR018,RDR069,PRD008,2025-12-12,17:38:24,2,117.13,234.26,10,18,Cancelled,0,UPI,1
ORD064951,CUST0334,STR014,RDR289,PRD001,2026-01-04,12:20:15,5,69.79,348.95,10,19,Delivered,0,Card,1
ORD064952,CUST0815,STR007,RDR152,PRD013,2026-01-05,10:06:18,3,84.94,254.82,10,12,Delivered,1,UPI,1
ORD064953,CUST1821,STR022,RDR014,PRD014,2026-04-01,10:54:03,5,69.5,347.5,10,12,Delivered,0,UPI,1
ORD064954,CUST1439,STR029,RDR284,PRD030,2025-06-05,19:07:40,3,34.77,104.31,10,16,Delivered,0,Wallet,1
ORD064955,CUST3418,STR010,RDR433,PRD018,2026-05-02,09:55:36,4,152.02,608.08,10,27,Delivered,0,COD,1
ORD064956,CUST2392,STR026,RDR298,PRD028,2026-02-04,07:24:53,4,90.33,361.32,10,10,Delivered,0,UPI,0
ORD064957,CUST3027,STR027,RDR195,PRD026,2025-12-17,17:47:35,4,48.41,193.64,10,13,Cancelled,0,UPI,1
ORD064958,CUST2400,STR027,RDR085,PRD022,2025-09-23,07:50:29,1,293.75,293.75,10,15,Cancelled,1,Card,1
ORD064959,CUST1461,STR020,RDR165,PRD021,2025-09-06,10:06:39,3,192.65,577.95,10,16,Delivered,0,UPI,1
ORD064960,CUST0793,STR020,RDR142,PRD019,2026-02-17,20:09:27,2,238.28,476.56,10,34,Delivered,0,Card,1
ORD064961,CUST4907,STR014,RDR448,PRD027,2026-01-27,21:57:47,2,76.58,153.16,10,16,Returned,1,UPI,1
ORD064962,CUST3640,STR019,RDR143,PRD003,2025-08-01,19:01:52,3,147.17,441.51,10,8,Delivered,0,UPI,0
ORD064963,CUST3340,STR028,RDR474,PRD010,2026-03-28,06:17:59,5,275.23,1376.15,10,8,Cancelled,1,Card,0
ORD064964,CUST0430,STR015,RDR243,PRD032,2026-06-02,21:46:43,5,141.19,705.95,10,13,Delivered,0,COD,1
ORD064965,CUST2842,STR015,RDR403,PRD020,2025-12-25,21:24:19,2,109.11,218.22,10,24,Delivered,0,Card,1
ORD064966,CUST1218,STR021,RDR226,PRD015,2025-11-08,11:04:59,3,31.95,95.85,10,19,Delivered,0,Card,1
ORD064967,CUST4616,STR019,RDR011,PRD007,2026-02-26,10:22:39,5,267.09,1335.45,10,20,Delivered,0,UPI,1
ORD064968,CUST1786,STR008,RDR241,PRD028,2025-09-26,18:26:04,1,90.33,90.33,10,22,Returned,0,UPI,1
ORD064969,CUST2915,STR010,RDR416,PRD031,2026-04-10,09:59:22,3,188.39,565.17,10,9,Delivered,0,Card,0
ORD064970,CUST3037,STR024,RDR035,PRD026,2026-05-02,18:45:13,3,48.41,145.23,10,8,Delivered,1,UPI,0
ORD064971,CUST4618,STR030,RDR181,PRD038,2025-07-14,22:48:47,5,163.26,816.3,10,42,Delivered,0,Wallet,1
ORD064972,CUST1773,STR030,RDR448,PRD029,2025-06-24,22:50:54,4,59.97,239.88,10,14,Delivered,0,Wallet,1
ORD064973,CUST3806,STR009,RDR225,PRD005,2026-01-09,10:24:54,1,91.22,91.22,10,19,Delivered,0,UPI,1
ORD064974,CUST1212,STR009,RDR332,PRD021,2025-10-21,22:20:26,3,192.65,577.95,10,8,Delivered,0,UPI,0
ORD064975,CUST0534,STR006,RDR068,PRD033,2026-02-28,08:47:45,3,346.12,1038.36,10,21,Delivered,0,COD,1
ORD064976,CUST0497,STR027,RDR176,PRD010,2025-12-17,22:50:12,2,275.23,550.46,10,17,Delivered,0,UPI,1
ORD064977,CUST1307,STR002,RDR167,PRD007,2025-08-08,08:25:20,4,267.09,1068.36,10,14,Delivered,0,Card,1
ORD064978,CUST1409,STR003,,PRD020,2026-05-05,22:09:07,4,109.11,436.44,10,23,Delivered,0,Card,1
ORD064979,CUST2714,STR028,RDR451,PRD015,2025-09-08,08:10:11,1,31.95,31.95,10,17,Cancelled,0,UPI,1
ORD064980,CUST4798,STR016,RDR476,PRD010,2026-02-15,13:51:12,2,275.23,550.46,10,10,Delivered,0,COD,0
ORD064981,CUST3414,STR001,RDR493,PRD013,2025-10-28,14:42:03,5,84.94,424.7,10,16,Delivered,0,UPI,1
ORD064982,CUST1430,STR001,RDR468,PRD010,2026-01-26,16:10:45,1,275.23,275.23,10,9,Delivered,0,UPI,0
ORD064983,CUST3235,STR012,,PRD024,2025-07-12,07:35:21,1,170.15,170.15,10,11,Delivered,0,COD,1
ORD064984,CUST0178,STR011,RDR126,PRD008,2025-08-19,07:27:38,1,117.13,117.13,10,19,Cancelled,0,COD,1
ORD064985,CUST2783,STR014,RDR482,PRD021,2026-04-22,08:58:01,1,192.65,192.65,10,37,Delivered,0,Card,1
ORD064986,CUST0935,STR026,RDR073,PRD004,2026-05-10,10:00:21,2,101.73,203.46,10,8,Delivered,0,UPI,0
ORD064987,CUST0042,STR007,RDR303,PRD003,2026-04-08,19:57:29,1,147.17,147.17,10,8,Cancelled,0,UPI,0
ORD064988,CUST0680,STR007,RDR267,PRD032,2026-05-30,13:50:12,1,141.19,141.19,10,9,Delivered,0,Wallet,0
ORD064989,CUST0999,STR005,RDR478,PRD022,2026-01-30,19:12:23,5,293.75,1468.75,10,20,Delivered,0,UPI,1
ORD064990,CUST1666,STR004,RDR197,PRD028,2025-07-24,10:43:31,5,90.33,451.65,10,43,Cancelled,0,UPI,1
ORD064991,CUST1178,STR023,RDR126,PRD031,2025-09-27,12:23:26,1,188.39,188.39,10,10,Delivered,0,UPI,0
ORD064992,CUST2624,STR030,RDR493,PRD038,2026-03-29,09:14:34,1,163.26,163.26,10,9,Returned,0,Wallet,0
ORD064993,CUST0139,STR030,RDR077,PRD001,2026-02-23,20:35:30,4,69.79,279.16,10,12,Delivered,0,Card,1
ORD064994,CUST4479,STR024,RDR203,PRD013,2025-08-02,07:06:12,1,84.94,84.94,10,11,Returned,0,UPI,1
ORD064995,CUST2575,STR006,RDR173,PRD020,2025-06-22,21:50:48,2,109.11,218.22,10,20,Delivered,0,UPI,1
ORD064996,CUST2648,STR021,RDR334,PRD030,2026-05-22,15:55:48,5,34.77,173.85,10,21,Delivered,0,Card,1
ORD064997,CUST0047,STR004,RDR468,PRD020,2025-08-17,19:37:14,5,109.11,545.55,10,8,Delivered,0,UPI,0
ORD064998,CUST4123,STR001,RDR048,PRD030,2025-11-21,13:14:47,2,34.77,69.54,10,10,Delivered,0,Card,0
ORD064999,CUST4348,STR011,RDR064,PRD018,2026-05-22,19:56:55,5,152.02,760.1,10,20,Delivered,1,UPI,1
ORD065000,CUST0273,STR006,RDR276,PRD008,2025-08-21,10:29:59,4,117.13,468.52,10,10,Delivered,0,Card,0
ORD065001,CUST0673,STR025,RDR249,PRD036,2026-05-18,19:12:13,1,638.68,638.68,10,20,Delivered,0,UPI,1
ORD065002,CUST3164,STR016,RDR448,PRD032,2025-07-03,15:23:42,1,141.19,141.19,10,8,Delivered,0,UPI,0
ORD065003,CUST2380,STR006,RDR013,PRD005,2025-11-27,09:30:42,3,91.22,273.66,10,14,Delivered,1,UPI,1
ORD065004,CUST4542,STR026,RDR307,PRD001,2025-12-10,19:33:41,4,69.79,279.16,10,10,Delivered,0,Wallet,0
ORD065005,CUST0742,STR013,RDR398,PRD019,2026-03-18,16:25:21,2,238.28,476.56,10,27,Delivered,0,UPI,1
ORD065006,CUST2864,STR027,RDR227,PRD034,2025-06-29,19:43:40,3,250.91,752.73,10,20,Delivered,0,Wallet,1
ORD065007,CUST2446,STR021,RDR397,PRD006,2025-09-10,19:46:40,2,266.42,532.84,10,15,Delivered,0,COD,1
ORD065008,CUST0158,STR018,RDR183,PRD010,2026-04-24,20:20:08,5,275.23,1376.15,10,30,Delivered,1,UPI,1
ORD065009,CUST3232,STR018,RDR481,PRD005,2025-11-28,18:23:28,2,91.22,182.44,10,34,Delivered,0,UPI,1
ORD065010,CUST1630,STR016,RDR246,PRD008,2026-03-15,21:55:34,5,117.13,585.65,10,10,Delivered,0,COD,0
ORD065011,CUST3090,STR012,RDR066,PRD033,2026-05-06,18:44:24,5,346.12,1730.6,10,35,Delivered,1,UPI,1
ORD065012,CUST4602,STR020,RDR126,PRD021,2026-03-20,20:04:46,2,192.65,385.3,10,9,Delivered,0,UPI,0
ORD065013,CUST3931,STR009,RDR473,PRD008,2026-05-09,09:32:48,1,117.13,117.13,10,14,Cancelled,0,UPI,1
ORD065014,CUST2814,STR006,RDR392,PRD021,2025-07-07,14:10:02,2,192.65,385.3,10,9,Delivered,0,UPI,0
ORD065015,CUST0504,STR008,RDR078,PRD001,2025-08-30,10:47:19,1,69.79,69.79,10,19,Delivered,0,Card,1
ORD065016,CUST0596,STR011,RDR455,PRD032,2026-01-06,08:23:29,4,141.19,564.76,10,17,Delivered,0,UPI,1
ORD065017,CUST4191,STR028,,PRD021,2025-10-02,09:20:56,4,192.65,770.6,10,23,Delivered,0,UPI,1
ORD065018,CUST0393,STR026,RDR084,PRD023,2025-08-21,21:01:39,3,98.48,295.44,10,10,Delivered,0,UPI,0
ORD065019,CUST2803,STR025,RDR367,PRD001,2026-02-04,15:39:22,3,69.79,209.37,10,17,Returned,0,Card,1
ORD065020,CUST0984,STR002,RDR275,PRD012,2026-04-23,18:29:33,1,38.12,38.12,10,8,Cancelled,1,UPI,0
ORD065021,CUST3258,STR026,RDR455,PRD002,2025-10-29,08:26:15,5,39.96,199.8,10,15,Delivered,1,UPI,1
ORD065022,CUST2087,STR014,RDR172,PRD007,2026-05-27,10:05:02,5,267.09,1335.45,10,8,Delivered,1,Wallet,0
ORD065023,CUST2422,STR027,RDR020,PRD035,2026-01-05,08:05:45,5,171.72,858.6,10,9,Delivered,0,UPI,0
ORD065024,CUST3160,STR011,RDR042,PRD012,2025-07-01,21:41:16,2,38.12,76.24,10,99,Delivered,1,Card,1
ORD065025,CUST0183,STR025,RDR051,PRD002,2025-06-20,21:51:22,1,39.96,39.96,10,16,Delivered,0,Card,1
ORD065026,CUST1204,STR007,RDR287,PRD011,2026-03-08,09:50:21,1,37.93,37.93,10,10,Delivered,1,COD,0
ORD065027,CUST0356,STR004,RDR401,PRD011,2026-05-09,19:36:37,5,37.93,189.65,10,30,Delivered,0,Card,1
ORD065028,CUST4703,STR024,RDR138,PRD004,2025-07-22,10:19:14,4,101.73,406.92,10,15,Returned,0,UPI,1
ORD065029,CUST2983,STR024,,PRD020,2026-04-06,09:53:32,5,109.11,545.55,10,19,Delivered,1,UPI,1
ORD065030,CUST2425,STR023,RDR275,PRD012,2026-05-19,08:33:19,2,38.12,76.24,10,35,Delivered,0,COD,1
ORD065031,CUST0201,STR011,,PRD001,2026-05-18,18:23:39,3,69.79,209.37,10,120,Cancelled,0,UPI,1
ORD065032,CUST0689,STR008,RDR461,PRD025,2025-09-15,09:36:29,5,83.55,417.75,10,18,Delivered,0,UPI,1
ORD065033,CUST1054,STR007,RDR210,PRD029,2026-04-13,12:43:33,4,59.97,239.88,10,8,Delivered,0,UPI,0
ORD065034,CUST1610,STR027,RDR145,PRD003,2025-12-07,19:40:34,5,147.17,735.85,10,39,Delivered,0,UPI,1
ORD012467,CUST3419,STR017,RDR445,PRD012,2025-12-17,09:33:44,3,38.12,114.36,10,13,Cancelled,0,Card,1
ORD065036,CUST4205,STR028,RDR421,PRD017,2026-03-18,11:01:22,3,237.61,712.83,10,16,Delivered,0,COD,1
ORD065037,CUST2994,STR023,,PRD038,2026-02-07,06:21:20,4,163.26,653.04,10,9,Delivered,0,UPI,0
ORD065038,CUST2380,STR008,RDR110,PRD039,2026-05-04,21:29:26,4,544.0,2176.0,10,10,Delivered,0,COD,0
ORD065039,CUST4932,STR020,RDR486,PRD013,2026-05-29,20:12:46,4,84.94,339.76,10,8,Returned,0,Card,0
ORD065040,CUST1258,STR027,RDR306,PRD011,2025-10-06,13:21:15,3,37.93,113.79,10,13,Delivered,0,Wallet,1
ORD065041,CUST1925,STR006,RDR095,PRD011,2025-11-18,06:21:50,5,37.93,189.65,10,39,Delivered,0,COD,1
ORD065042,CUST0289,STR003,RDR340,PRD034,2025-10-23,21:21:44,1,250.91,250.91,10,10,Delivered,0,Wallet,0
ORD065043,CUST1523,STR006,RDR142,PRD029,2026-05-05,08:27:23,2,59.97,119.94,10,8,Delivered,0,Card,0
ORD065044,CUST4348,STR018,RDR003,PRD003,2025-08-21,19:02:16,2,147.17,294.34,10,39,Delivered,0,UPI,1
ORD065045,CUST3804,STR018,RDR132,PRD030,2025-11-30,19:43:21,3,34.77,104.31,10,19,Delivered,1,UPI,1
ORD065046,CUST0133,STR015,RDR334,PRD011,2025-12-20,09:37:40,5,37.93,189.65,10,42,Returned,0,Card,1
ORD065047,CUST1114,STR019,RDR243,PRD030,2026-05-09,07:52:07,5,34.77,173.85,10,17,Delivered,1,Card,1
ORD065048,CUST1086,STR006,RDR337,PRD021,2026-05-23,19:57:41,4,192.65,770.6,10,13,Delivered,0,UPI,1
ORD065049,CUST0340,STR019,RDR110,PRD035,2026-02-15,20:01:01,4,171.72,686.88,10,31,Delivered,0,COD,1
ORD065050,CUST3099,STR005,RDR082,PRD024,2026-03-18,14:00:33,2,170.15,340.3,10,9,Delivered,0,UPI,0
ORD065051,CUST4446,STR027,RDR044,PRD010,2026-02-20,15:05:56,5,275.23,1376.15,10,8,Delivered,0,UPI,0
ORD065052,CUST4253,STR016,RDR255,PRD026,2026-02-07,14:03:06,1,48.41,48.41,10,8,Returned,0,Card,0
ORD065053,CUST1005,STR002,RDR254,PRD039,2025-06-25,19:14:21,1,544.0,544.0,10,20,Delivered,1,UPI,1
ORD065054,CUST0409,STR029,RDR456,PRD017,2025-07-17,07:10:54,1,237.61,237.61,10,42,Delivered,0,COD,1
ORD065055,CUST0653,STR004,RDR443,PRD001,2025-12-23,19:07:15,3,69.79,209.37,10,17,Delivered,0,Wallet,1
ORD065056,CUST1383,STR019,RDR086,PRD002,2025-11-07,18:12:31,1,39.96,39.96,10,13,Delivered,0,UPI,1
ORD065057,CUST2963,STR016,RDR111,PRD012,2025-10-02,07:53:32,3,38.12,114.36,10,36,Delivered,0,UPI,1
ORD065058,CUST2190,STR017,,PRD039,2026-01-24,20:41:09,3,544.0,1632.0,10,23,Returned,0,COD,1
ORD065059,CUST4278,STR011,RDR485,PRD028,2025-06-22,09:34:11,4,90.33,361.32,10,9,Delivered,1,UPI,0
ORD065060,CUST0059,STR025,RDR463,PRD027,2025-09-09,07:43:11,2,76.58,153.16,10,18,Delivered,1,UPI,1
ORD065061,CUST3905,STR001,RDR478,PRD028,2025-06-12,12:02:42,1,90.33,90.33,10,10,Delivered,0,COD,0
ORD065062,CUST0012,STR002,RDR145,PRD012,2025-09-14,20:00:06,4,38.12,152.48,10,12,Delivered,0,Card,1
ORD065063,CUST0289,STR016,RDR332,PRD004,2026-05-26,10:52:58,4,101.73,406.92,10,10,Delivered,0,UPI,0
ORD065064,CUST4071,STR005,RDR134,PRD007,2025-07-31,18:48:23,2,267.09,534.18,10,10,Delivered,1,UPI,0
ORD065065,CUST4027,STR001,RDR322,PRD030,2025-12-22,20:50:50,5,34.77,173.85,10,19,Delivered,0,UPI,1
ORD065066,CUST4763,STR024,RDR010,PRD015,2026-03-11,09:32:02,1,31.95,31.95,10,17,Delivered,0,COD,1
ORD065067,CUST1988,STR020,RDR373,PRD006,2026-03-20,18:37:29,1,266.42,266.42,10,33,Cancelled,1,COD,1
ORD065068,CUST0993,STR022,RDR388,PRD008,2025-10-11,08:15:39,2,117.13,234.26,10,12,Delivered,0,Card,1
ORD065069,CUST4633,STR029,RDR229,PRD014,2025-11-09,12:11:14,3,69.5,208.5,10,8,Delivered,0,Card,0
ORD065070,CUST2915,STR001,RDR449,PRD024,2025-10-19,20:02:58,2,170.15,340.3,10,9,Cancelled,0,Wallet,0
ORD065071,CUST4325,STR023,RDR035,PRD018,2025-06-22,22:28:51,2,152.02,304.04,10,10,Delivered,0,COD,0
ORD065072,CUST3564,STR008,,PRD015,2025-09-27,14:11:50,1,31.95,31.95,10,9,Delivered,0,UPI,0
ORD065073,CUST1070,STR010,RDR023,PRD038,2025-12-18,08:34:39,3,163.26,489.78,10,21,Delivered,0,Card,1
ORD065074,CUST4028,STR020,RDR013,PRD030,2026-01-28,18:58:04,4,34.77,139.08,10,20,Delivered,0,UPI,1
ORD065075,CUST4488,STR018,RDR134,PRD004,2026-02-08,20:06:55,1,101.73,101.73,10,11,Returned,0,Card,1
ORD065076,CUST0684,STR016,RDR014,PRD038,2026-04-30,20:10:17,4,163.26,653.04,10,16,Delivered,0,UPI,1
ORD065077,CUST4415,STR029,RDR246,PRD010,2026-03-10,09:37:22,2,275.23,550.46,10,9,Delivered,0,Wallet,0
ORD065078,CUST4970,STR022,RDR149,PRD003,2025-10-22,08:48:20,5,147.17,735.85,10,45,Returned,0,Card,1
ORD065079,CUST4851,STR018,RDR144,PRD011,2025-11-02,14:43:34,5,37.93,189.65,10,10,Delivered,0,UPI,0
ORD065080,CUST1416,STR028,RDR363,PRD031,2025-12-18,07:45:52,5,188.39,941.95,10,9,Delivered,1,UPI,0
ORD065081,CUST4775,STR018,RDR498,PRD034,2026-03-29,07:31:03,2,250.91,501.82,10,9,Delivered,0,Card,0
ORD065082,CUST1593,STR002,RDR210,PRD017,2026-01-08,07:50:26,3,237.61,712.83,10,18,Delivered,0,UPI,1
ORD065083,CUST4639,STR022,RDR087,PRD031,2025-12-20,07:51:05,2,188.39,376.78,10,17,Delivered,0,UPI,1
ORD065084,CUST0061,STR004,RDR002,PRD012,2025-09-25,07:17:04,2,38.12,76.24,10,19,Cancelled,1,UPI,1
ORD065085,CUST1503,STR016,RDR099,PRD009,2025-08-12,17:10:13,2,226.47,452.94,10,19,Delivered,0,UPI,1
ORD065086,CUST3082,STR020,RDR170,PRD022,2025-07-27,08:24:48,2,293.75,587.5,10,16,Delivered,1,UPI,1
ORD065087,CUST0129,STR003,RDR303,PRD025,2025-07-19,18:23:20,4,83.55,334.2,10,8,Delivered,0,Card,0
ORD031636,CUST0640,STR026,RDR262,PRD024,2026-03-03,14:30:32,5,170.15,850.75,10,17,Delivered,0,UPI,1
ORD065089,CUST4164,STR011,RDR355,PRD018,2026-03-24,19:02:31,5,152.02,760.1,10,10,Delivered,0,Card,0
ORD065090,CUST4735,STR012,RDR393,PRD008,2025-11-22,07:20:50,5,117.13,585.65,10,9,Delivered,0,Card,0
ORD065091,CUST4526,STR003,RDR152,PRD033,2025-06-09,11:08:55,5,346.12,1730.6,10,13,Delivered,0,Wallet,1
ORD065092,CUST4815,STR002,RDR248,PRD014,2025-07-31,21:31:50,4,69.5,278.0,10,8,Delivered,0,UPI,0
ORD065093,CUST4190,STR007,RDR369,PRD013,2025-08-02,18:40:27,1,84.94,84.94,10,37,Delivered,1,Wallet,1
ORD065094,CUST0569,STR019,RDR269,PRD030,2025-07-13,21:54:14,2,34.77,69.54,10,36,Delivered,0,Card,1
ORD065095,CUST3114,STR020,RDR270,PRD001,2026-04-04,12:22:06,2,69.79,139.58,10,26,Delivered,0,Card,1
ORD065096,CUST1867,STR018,RDR471,PRD002,2026-05-22,20:55:23,2,39.96,79.92,10,21,Delivered,0,Card,1
ORD065097,CUST1966,STR020,RDR495,PRD011,2025-12-30,10:51:56,5,37.93,189.65,10,20,Delivered,1,Card,1
ORD065098,CUST3714,STR004,RDR228,PRD025,2026-01-02,10:09:21,3,83.55,250.65,10,17,Cancelled,0,Card,1
ORD065099,CUST2876,STR009,RDR089,PRD030,2026-05-24,07:30:00,2,34.77,69.54,10,18,Delivered,0,Card,1
ORD065100,CUST2746,STR022,RDR470,PRD020,2025-08-14,16:31:19,5,109.11,545.55,10,12,Delivered,0,UPI,1
ORD065101,CUST4102,STR026,RDR127,PRD007,2025-09-24,07:11:13,2,267.09,534.18,10,14,Delivered,0,UPI,1
ORD065102,CUST4503,STR009,RDR014,PRD013,2026-01-11,10:12:22,4,84.94,339.76,10,22,Delivered,0,UPI,1
ORD065103,CUST2383,STR025,RDR493,PRD018,2025-11-23,19:09:53,3,152.02,456.06,10,29,Cancelled,0,Wallet,1
ORD065104,CUST3301,STR002,RDR269,PRD019,2026-03-17,14:57:16,3,238.28,714.84,10,19,Delivered,1,Card,1
ORD065105,CUST4598,STR011,RDR110,PRD017,2026-05-14,20:44:20,5,237.61,1188.05,10,13,Delivered,0,COD,1
ORD065106,CUST3666,STR024,RDR475,PRD018,2025-11-11,12:40:00,2,152.02,304.04,10,36,Delivered,0,COD,1
ORD065107,CUST1607,STR002,RDR046,PRD008,2026-03-04,17:39:34,1,117.13,117.13,10,8,Delivered,0,COD,0
ORD021198,CUST1034,STR022,RDR351,PRD013,2025-12-28,13:00:34,3,84.94,254.82,10,13,Delivered,0,UPI,1
ORD065109,CUST2601,STR025,RDR249,PRD015,2026-04-19,06:26:49,3,31.95,95.85,10,9,Delivered,0,UPI,0
ORD065110,CUST2866,STR027,RDR416,PRD034,2025-09-04,06:10:31,4,250.91,1003.64,10,8,Delivered,0,Card,0
ORD065111,CUST0064,STR020,RDR075,PRD010,2026-04-20,18:07:33,4,275.23,1100.92,10,18,Delivered,1,COD,1
ORD065112,CUST2966,STR003,RDR279,PRD037,2025-07-27,06:21:57,5,490.51,2452.55,10,8,Cancelled,0,Card,0
ORD065113,CUST0727,STR027,RDR270,PRD009,2025-11-24,08:39:51,1,226.47,226.47,10,19,Delivered,0,COD,1
ORD065114,CUST1154,STR019,RDR499,PRD037,2026-06-03,19:26:20,3,490.51,1471.53,10,20,Delivered,0,UPI,1
ORD065115,CUST1280,STR029,RDR382,PRD025,2025-08-02,07:05:32,1,83.55,83.55,10,45,Cancelled,0,UPI,1
ORD065116,CUST3676,STR027,RDR296,PRD020,2025-07-09,22:29:02,2,109.11,218.22,10,8,Delivered,0,Wallet,0
ORD065117,CUST1806,STR009,RDR011,PRD025,2026-04-05,10:56:10,2,83.55,167.1,10,8,Delivered,0,UPI,0
ORD065118,CUST4055,STR014,RDR424,PRD003,2025-12-01,08:27:19,5,147.17,735.85,10,11,Cancelled,0,Card,1
ORD065119,CUST2645,STR021,RDR404,PRD028,2026-04-08,20:02:26,1,90.33,90.33,10,25,Delivered,0,Card,1
ORD065120,CUST0638,STR003,RDR050,PRD010,2025-07-03,21:39:08,1,275.23,275.23,10,19,Delivered,0,COD,1
ORD065121,CUST2526,STR027,RDR253,PRD034,2026-02-26,13:13:25,1,250.91,250.91,10,21,Delivered,0,Wallet,1
ORD065122,CUST1047,STR030,RDR267,PRD024,2026-01-03,11:23:06,4,170.15,680.6,10,99,Delivered,0,UPI,1
ORD065123,CUST0561,STR023,RDR102,PRD001,2026-05-21,16:48:37,2,69.79,139.58,10,41,Delivered,0,UPI,1
ORD065124,CUST1538,STR014,RDR216,PRD034,2025-06-03,18:57:24,3,250.91,752.73,10,-5,Delivered,0,COD,0
ORD065125,CUST0570,STR020,RDR078,PRD036,2026-03-27,06:56:52,2,638.68,1277.36,10,13,Delivered,0,COD,1
ORD065126,CUST3128,STR022,RDR105,PRD030,2026-06-02,06:44:49,3,34.77,104.31,10,8,Returned,0,UPI,0
ORD065127,CUST1145,STR002,RDR473,PRD033,2025-07-11,11:33:41,3,346.12,1038.36,10,11,Delivered,0,UPI,1
ORD065128,CUST2561,STR025,RDR215,PRD011,2026-04-12,13:14:14,4,37.93,151.72,10,10,Delivered,0,UPI,0
ORD065129,CUST1599,STR014,RDR257,PRD023,2026-02-01,08:09:28,2,98.48,196.96,10,19,Delivered,0,Card,1
ORD065130,CUST3119,STR008,RDR276,PRD036,2025-12-12,21:55:52,4,638.68,2554.72,10,12,Delivered,0,UPI,1
ORD065131,CUST3570,STR006,RDR248,PRD037,2026-02-10,20:18:50,3,490.51,1471.53,10,10,Delivered,0,Card,0
ORD052680,CUST3193,STR029,RDR465,PRD020,2025-09-09,09:43:11,5,109.11,545.55,10,19,Delivered,0,Card,1
ORD065133,CUST0877,STR026,RDR335,PRD024,2026-04-19,07:30:57,2,170.15,340.3,10,10,Delivered,0,Wallet,0
ORD065134,CUST2020,STR017,RDR439,PRD036,2025-08-12,10:27:18,2,638.68,1277.36,10,11,Delivered,0,UPI,1
ORD065135,CUST2573,STR008,RDR412,PRD025,2026-02-18,18:08:47,1,83.55,83.55,10,42,Returned,0,UPI,1
ORD065136,CUST4134,STR027,RDR381,PRD028,2026-05-26,20:37:24,4,90.33,361.32,10,15,Delivered,1,UPI,1
ORD065137,CUST1501,STR023,RDR184,PRD020,2025-09-25,09:03:25,2,109.11,218.22,10,28,Delivered,0,Wallet,1
ORD008102,CUST3856,STR029,RDR100,PRD034,2025-09-28,10:25:56,2,250.91,501.82,10,20,Delivered,0,UPI,1
ORD065139,CUST1531,STR026,RDR392,PRD013,2025-09-21,07:46:29,5,84.94,424.7,10,-5,Delivered,0,UPI,0
ORD065140,CUST3901,STR029,RDR017,PRD019,2025-06-30,09:38:09,2,238.28,476.56,10,10,Delivered,0,UPI,0
ORD065141,CUST0030,STR024,RDR114,PRD038,2026-06-02,10:27:56,5,163.26,816.3,10,9,Delivered,0,Card,0
ORD065142,CUST3274,STR006,RDR327,PRD004,2025-08-22,13:06:50,5,101.73,508.65,10,10,Delivered,0,Card,0
ORD065143,CUST4604,STR020,RDR484,PRD012,2026-01-25,07:21:01,3,38.12,114.36,10,14,Delivered,0,UPI,1
ORD065144,CUST4102,STR005,RDR438,PRD032,2026-02-23,21:53:05,3,141.19,423.57,10,10,Delivered,0,UPI,0
ORD065145,CUST2067,STR026,RDR215,PRD030,2025-06-17,09:27:58,2,34.77,69.54,10,9,Delivered,0,COD,0
ORD065146,CUST2435,STR006,RDR421,PRD035,2025-08-05,08:39:39,4,171.72,686.88,10,29,Cancelled,0,COD,1
ORD065147,CUST2364,STR015,RDR156,PRD007,2026-04-30,18:28:46,3,267.09,801.27,10,13,Returned,0,Card,1
ORD065148,CUST0060,STR015,RDR095,PRD033,2026-03-05,19:01:00,5,346.12,1730.6,10,17,Cancelled,0,COD,1
ORD065149,CUST0922,STR002,RDR308,PRD018,2026-04-05,09:30:03,3,152.02,456.06,10,16,Cancelled,0,UPI,1
ORD065150,CUST4196,STR009,RDR328,PRD026,2025-10-08,20:44:07,1,48.41,48.41,10,18,Delivered,1,Wallet,1
ORD065151,CUST3957,STR009,RDR266,PRD007,2026-01-10,16:52:57,2,267.09,534.18,10,9,Delivered,0,Wallet,0
ORD065152,CUST0314,STR013,RDR455,PRD022,2025-06-20,19:06:45,2,293.75,587.5,10,10,Delivered,0,UPI,0
ORD065153,CUST1650,STR020,RDR386,PRD024,2026-01-26,19:34:14,4,170.15,680.6,10,11,Delivered,0,Card,1
ORD065154,CUST4340,STR002,RDR024,PRD038,2025-10-31,09:11:41,3,163.26,489.78,10,8,Returned,0,UPI,0
