order_date,store_id,total_orders,total_revenue,avg_delivery_mins,late_deliveries,total_stockouts,cancelled_orders
2026-02-10,STR023,14,7392.89,16.21,9,2,1
2026-01-16,STR015,9,7691.79,21.56,7,5,0
2026-05-13,STR020,8,4721.87,14.63,6,2,1
2025-09-13,STR025,5,3616.32,16.6,3,1,0
2025-07-20,STR013,13,8200.31,19.08,9,2,1
2025-10-18,STR004,12,4554.06,18.83,9,3,0
2026-04-17,STR007,11,3113.85,16.09,7,4,3
2025-07-09,STR028,4,3531.13,17.75,2,0,0
2025-07-16,STR020,8,2362.47,21.25,6,2,1
2025-08-31,STR009,10,4352.71,11.8,6,2,1
2025-11-07,STR008,8,4702.42,12.38,4,3,3
2026-05-06,STR020,8,6122.88,19.0,5,0,1
2025-07-02,STR028,11,5920.94,17.09,4,1,0
2025-09-30,STR002,18,6647.62,15.39,12,4,0
2025-12-29,STR011,11,8139.77,20.82,8,3,0
2025-09-29,STR015,16,9557.07,15.38,10,4,1
2025-12-17,STR020,17,7825.8,18.24,13,3,1
2026-01-27,STR004,14,8181.85,16.79,9,4,0
2026-04-12,STR009,15,5080.54,17.53,9,3,5
2026-02-11,STR020,20,10125.42,18.1,12,2,2
2026-04-15,STR001,14,6339.62,15.5,8,2,1
2025-12-15,STR012,20,9721.11,18.7,16,8,1
2025-08-19,STR012,11,4847.22,13.0,5,1,1
2026-02-21,STR024,22,10534.36,15.68,15,6,1
2025-10-16,STR007,10,4575.83,15.2,7,1,0
2025-09-07,STR005,20,12589.36,17.0,12,4,2
2025-09-28,STR010,15,6372.32,20.67,10,1,1
2025-11-04,STR028,13,7219.87,15.08,9,3,2
2025-06-26,STR029,20,8170.61,15.6,11,4,3
2025-06-15,STR021,10,3894.01,22.9,7,2,1
2026-01-02,STR010,15,8328.64,18.47,10,1,2
2025-08-30,STR008,14,4800.64,14.21,11,5,1
2025-12-21,STR023,13,6120.94,21.08,12,3,1
2026-02-18,STR023,13,7615.74,17.69,9,1,1
2026-04-07,STR019,15,11962.4,13.87,10,2,3
2026-04-04,STR002,17,9323.13,19.76,14,2,2
2026-02-11,STR007,16,8429.09,15.06,10,3,2
2026-02-04,STR001,23,12600.48,16.78,15,3,2
2026-04-30,STR028,15,5169.7,16.0,10,2,0
2025-11-24,STR027,19,11733.43,15.68,12,2,2
2025-10-29,STR008,11,4330.6,20.27,9,1,0
2025-10-22,STR024,18,12983.73,16.39,11,3,1
2025-11-16,STR023,17,8936.35,14.47,11,3,0
2025-07-18,STR026,12,4084.07,14.08,8,2,1
2025-12-29,STR025,13,6220.22,17.31,9,1,2
2025-12-02,STR028,14,9003.41,15.21,10,0,1
2025-07-23,STR029,8,3042.3,22.5,6,3,2
2026-05-19,STR029,19,10018.0,19.63,14,3,2
2025-11-10,STR002,14,7363.74,21.71,10,6,1
2025-12-11,STR016,16,6263.23,12.69,9,2,3
2025-06-28,STR024,17,8105.19,18.35,12,3,2
2026-04-21,STR013,18,9385.11,14.22,12,3,2
2025-10-03,STR010,22,15006.19,17.91,16,5,5
2025-10-29,STR002,11,8902.84,19.55,6,3,1
2026-04-29,STR027,13,6359.02,13.77,6,2,1
2025-10-09,STR016,15,7982.31,13.93,7,3,1
2025-11-15,STR027,16,10041.05,16.75,9,2,3
2025-11-14,STR013,13,4746.26,15.77,7,2,0
2026-01-17,STR028,18,8346.75,17.78,12,2,1
2026-04-16,STR018,22,13467.59,15.86,14,4,3
2026-04-24,STR004,11,5383.82,16.27,8,3,0
2025-10-07,STR026,15,8340.97,14.13,10,3,2
2026-05-08,STR017,19,13545.14,15.42,10,4,3
2025-08-22,STR006,11,3822.5,18.27,6,3,1
2026-03-02,STR021,11,6551.55,10.45,3,4,1
2026-05-10,STR016,19,7891.79,20.79,14,1,1
2025-06-06,STR014,14,4452.69,13.29,9,5,1
2025-07-05,STR023,9,4049.22,18.56,5,1,0
2025-12-13,STR023,20,10536.41,15.0,11,1,2
2026-01-24,STR002,13,5097.12,17.92,9,1,1
2026-05-02,STR028,15,7228.86,16.53,9,6,0
2026-05-15,STR016,10,4851.71,19.2,9,1,0
2026-01-07,STR029,9,2654.62,18.11,7,2,3
2025-06-18,STR029,14,5017.28,14.93,6,4,1
2026-03-03,STR018,11,6658.03,19.45,8,1,1
2025-09-18,STR007,10,4643.64,19.4,6,0,1
2026-04-04,STR019,20,8205.52,17.85,17,4,1
2025-08-20,STR015,11,10198.96,15.36,5,2,2
2026-01-11,STR022,18,5952.33,16.61,12,4,1
2026-01-25,STR024,10,6348.51,18.2,8,3,2
2026-05-24,STR005,14,8003.59,15.29,8,5,1
2025-07-25,STR029,10,4327.6,15.7,7,3,2
2025-09-18,STR018,14,8338.59,18.43,11,3,1
2026-03-31,STR029,14,5848.09,17.29,11,3,0
2026-01-27,STR028,15,8366.72,17.87,11,5,3
2025-07-26,STR030,16,8182.07,15.25,9,5,5
2025-08-01,STR030,14,10139.84,15.36,9,1,2
2026-02-28,STR022,20,10591.32,13.85,13,3,2
2026-04-26,STR018,12,6672.39,14.17,6,1,3
2025-09-08,STR019,17,7740.92,16.65,11,4,0
2025-09-11,STR022,12,4346.22,13.42,5,4,0
2025-08-10,STR018,7,3868.57,11.71,3,2,1
2026-04-04,STR017,16,6900.44,17.69,11,5,1
2025-11-19,STR022,10,5444.93,15.6,7,4,0
2025-12-27,STR001,18,11337.55,15.11,10,5,2
2026-04-28,STR005,14,11386.11,16.71,9,2,2
2025-09-03,STR001,10,4483.99,16.3,8,1,1
2025-06-25,STR019,16,5635.93,18.19,11,4,2
2026-05-28,STR009,17,9655.75,13.88,10,2,3
2025-07-23,STR006,12,4823.32,18.17,9,5,1
2025-11-15,STR026,17,10364.61,22.29,11,4,2
2025-08-08,STR014,15,8219.2,18.33,10,1,2
2025-09-01,STR003,7,4168.36,22.0,6,1,1
2025-07-24,STR029,16,8492.19,19.44,12,1,1
2026-04-07,STR003,6,2887.59,20.0,6,3,1
2025-10-25,STR016,13,8268.72,14.15,7,2,3
2026-02-07,STR017,17,7518.26,15.71,8,3,1
2026-01-08,STR007,17,7769.61,17.59,9,4,1
2025-10-27,STR010,16,7416.49,14.06,11,7,3
2026-01-04,STR008,12,6171.95,16.5,7,3,1
2026-01-22,STR001,26,10978.69,17.58,16,4,2
2026-02-02,STR009,13,6755.84,13.08,8,4,2
2025-07-04,STR011,13,5359.54,14.31,6,3,3
2025-06-23,STR011,7,2054.93,15.86,3,0,2
2026-01-11,STR027,12,3784.7,16.92,8,3,1
2025-10-19,STR021,16,8491.05,15.69,7,1,1
2025-09-04,STR010,10,6361.37,17.9,8,1,1
2025-11-30,STR009,15,7985.99,19.33,11,4,0
2025-12-21,STR001,10,7124.81,13.9,8,2,1
2025-07-18,STR012,12,4513.52,13.67,5,1,3
2025-09-29,STR026,18,12654.04,17.06,9,2,1
2025-06-27,STR029,21,11260.8,12.52,10,2,2
2025-06-21,STR021,11,4750.81,15.91,6,5,0
2025-12-30,STR002,12,3239.91,14.5,8,3,0
2025-12-22,STR011,13,7839.09,17.38,9,1,1
2026-06-01,STR016,7,2427.14,18.57,6,0,3
2026-02-06,STR005,16,8252.03,21.13,12,4,2
2025-12-22,STR022,18,9801.54,15.44,10,5,2
2026-03-26,STR001,13,5615.05,21.46,10,3,4
2025-09-15,STR020,19,12119.85,17.79,9,3,3
2025-11-07,STR003,16,4761.91,15.75,8,3,1
2026-05-12,STR014,11,6429.94,15.64,8,2,0
2025-12-14,STR012,12,8056.52,20.08,9,4,0
2025-08-07,STR017,19,10411.84,17.0,14,1,1
2025-06-25,STR013,10,3777.01,18.1,9,1,2
2026-04-07,STR014,11,6507.7,14.0,5,4,1
2025-08-04,STR010,12,5601.48,15.25,7,1,3
2025-06-18,STR001,13,5583.28,17.31,7,0,1
2025-07-06,STR003,10,3841.91,16.0,7,2,1
2025-10-11,STR006,17,9429.97,16.41,11,2,1
2026-01-21,STR001,20,7778.18,16.75,13,7,1
2025-09-27,STR002,29,16018.43,13.24,14,8,3
2025-09-30,STR021,20,11263.78,18.2,14,6,3
2025-09-23,STR017,18,8645.87,15.11,14,5,2
2026-04-14,STR029,13,4456.16,13.85,7,2,0
2025-12-21,STR025,12,5904.17,19.58,10,1,1
2025-11-23,STR012,10,4326.9,22.6,8,3,3
2025-08-07,STR008,12,7541.85,15.33,8,3,0
2026-02-08,STR029,15,11472.84,16.87,7,4,1
2025-09-19,STR006,13,5587.06,19.69,10,2,2
2026-04-15,STR028,16,13884.08,16.25,11,6,1
2026-04-16,STR007,15,10060.77,17.8,13,4,2
2026-02-16,STR006,14,10187.79,16.57,7,8,3
2025-10-05,STR030,13,4232.39,15.31,9,2,0
2025-06-11,STR002,9,4261.45,19.11,7,2,0
2026-02-06,STR003,12,9535.49,15.83,7,1,3
2026-01-07,STR015,22,12016.28,11.95,11,4,2
2026-02-06,STR029,20,7505.64,15.65,9,6,1
2026-06-01,STR021,12,4855.29,21.58,9,2,2
2025-07-07,STR006,16,6016.8,14.88,9,4,2
2026-01-29,STR025,13,7730.57,17.23,10,3,2
2025-08-16,STR020,13,4631.76,18.85,10,0,1
2026-02-24,STR002,15,5745.28,18.93,10,2,1
2025-07-07,STR023,18,10509.94,16.17,10,3,0
2026-01-17,STR027,13,4934.72,18.54,11,5,0
2025-06-29,STR029,21,8881.77,16.52,15,3,2
2026-03-31,STR001,19,9932.82,19.11,13,2,2
2025-09-09,STR011,17,11233.28,14.18,11,4,1
2025-07-22,STR019,9,2732.3,17.22,6,2,0
2025-06-29,STR006,8,6082.69,13.5,5,3,1
2025-10-28,STR008,15,6486.03,15.2,9,4,0
2025-11-24,STR009,23,14118.65,14.83,15,10,2
2025-09-22,STR019,13,6441.83,15.46,9,2,1
2025-08-22,STR009,13,5712.32,14.54,9,3,0
2026-01-18,STR002,18,11519.18,19.72,12,3,0
2025-11-20,STR010,11,5190.85,17.82,6,6,2
2025-06-11,STR003,20,8158.51,18.85,15,2,1
2026-01-21,STR021,14,6205.15,14.43,10,2,1
2025-08-15,STR027,14,7382.54,18.57,10,1,1
2026-03-15,STR019,15,5533.96,15.33,9,3,0
2025-07-05,STR003,13,9080.42,18.85,13,1,3
2026-02-12,STR013,12,5602.97,13.58,6,2,1
2025-08-28,STR026,13,5634.93,18.77,10,3,0
2025-08-14,STR029,15,8273.47,15.4,10,4,1
2025-12-27,STR008,10,7639.31,17.9,7,2,1
2026-03-09,STR017,13,6704.84,16.62,9,2,0
2025-07-26,STR010,14,6953.22,15.71,12,4,1
2026-01-21,STR002,18,9887.88,21.78,14,2,1
2025-09-07,STR013,16,6258.25,14.75,12,3,2
2026-01-27,STR017,10,4447.98,13.1,5,1,0
2025-09-17,STR009,17,8273.15,17.18,11,7,3
2025-09-07,STR007,9,6262.05,13.89,4,0,1
2025-10-25,STR026,10,4407.89,17.1,5,1,0
2026-05-15,STR029,22,13039.33,15.14,15,3,3
2025-11-18,STR017,12,7453.52,10.92,5,1,1
2025-08-31,STR017,7,5714.53,16.29,5,1,1
2026-04-18,STR024,8,6646.86,14.25,3,1,0
2026-02-26,STR017,8,4598.85,16.63,5,1,1
2025-12-16,STR027,22,10597.73,16.0,12,5,2
2025-08-16,STR005,12,5076.0,20.17,8,1,2
2025-11-15,STR004,15,7804.04,11.47,7,4,1
2025-12-26,STR015,12,4518.22,18.33,9,4,1
2026-02-02,STR023,17,8558.79,15.65,9,3,1
2026-05-13,STR025,20,11651.4,16.7,10,3,2
2026-04-12,STR010,10,4013.19,14.3,6,2,2
2025-12-12,STR022,10,6046.43,14.4,6,2,0
2026-03-24,STR011,22,18248.6,14.32,12,4,1
2026-03-04,STR004,15,8867.82,13.0,8,5,0
2026-04-22,STR014,13,6037.22,14.0,7,1,3
2026-01-03,STR025,15,8300.4,13.6,5,3,0
2026-05-14,STR029,11,4264.52,16.09,9,1,1
2025-12-22,STR012,18,8522.78,18.22,12,2,3
2025-12-06,STR028,12,10522.87,14.92,7,1,0
2026-04-20,STR017,17,7097.02,17.47,13,9,2
2025-09-29,STR022,20,10779.55,15.7,14,3,2
2025-09-27,STR007,14,9384.6,13.43,7,5,1
2025-09-18,STR004,18,9555.34,18.39,11,5,1
2025-10-06,STR022,11,3545.66,19.45,9,1,1
2025-08-11,STR017,12,4380.4,19.92,11,1,0
2026-01-27,STR018,16,10213.67,16.63,8,4,1
2026-04-09,STR017,13,7377.64,22.54,11,2,0
2025-11-23,STR017,10,5952.77,19.7,7,1,2
2026-04-25,STR023,15,7284.48,17.67,12,4,1
2025-09-03,STR018,16,14060.75,12.94,9,4,1
2025-11-25,STR004,14,9379.83,13.5,6,4,0
2025-10-26,STR012,8,3313.19,13.0,5,0,2
2025-07-28,STR004,16,7262.07,19.5,11,5,5
2026-05-28,STR019,17,8931.25,13.24,9,3,2
2025-06-05,STR016,17,8310.86,17.53,10,3,1
2026-02-28,STR030,14,5230.18,15.71,9,6,2
2026-05-19,STR024,11,7587.8,17.09,9,2,1
2025-07-22,STR008,9,6465.89,11.67,4,3,0
2026-05-21,STR020,15,6901.34,14.6,11,3,1
2025-08-23,STR017,7,4012.19,14.71,3,4,0
2025-12-15,STR004,13,11304.47,15.23,7,1,2
2025-07-19,STR025,10,3790.07,17.6,7,3,0
2026-02-20,STR024,13,8647.06,17.69,9,3,1
2025-06-28,STR030,15,4659.6,13.13,7,5,1
2026-04-23,STR015,14,5112.27,16.21,10,2,1
2025-10-01,STR024,14,4353.86,11.43,6,4,2
2026-03-19,STR010,11,7965.71,13.36,6,2,0
2025-07-11,STR021,13,6158.15,16.23,9,4,0
2025-08-24,STR030,14,9872.37,15.86,8,4,0
2025-06-12,STR008,11,6362.79,17.27,5,3,2
2025-10-08,STR018,13,7389.87,17.77,8,4,1
2025-09-15,STR018,14,6004.0,18.57,11,3,0
2026-05-21,STR019,12,4845.12,17.0,7,1,2
2025-09-19,STR029,15,7140.5,18.47,7,3,2
2025-11-16,STR013,15,5019.71,15.07,11,3,0
2025-10-06,STR021,11,6715.37,16.45,7,1,1
2025-10-23,STR005,12,5429.74,16.75,11,4,2
2025-11-08,STR028,17,7041.2,18.12,14,6,4
2025-10-30,STR010,8,2124.65,21.25,5,1,1
2026-02-17,STR021,17,8398.53,19.53,10,0,2
2026-04-13,STR027,17,9902.78,19.59,14,4,3
2025-07-14,STR025,12,5523.3,15.58,5,2,1
2026-01-19,STR008,11,5663.8,13.91,7,2,0
2026-03-03,STR010,11,6562.52,15.91,5,1,0
2025-11-18,STR019,9,5341.6,18.22,8,2,1
2025-12-25,STR007,13,5908.52,11.46,5,1,2
2025-10-26,STR005,11,6374.07,16.91,9,4,0
2026-05-19,STR001,10,2832.45,11.2,5,1,1
2026-03-12,STR001,15,11024.24,20.33,10,2,0
2025-07-05,STR011,16,6877.04,21.5,11,4,1
2026-04-09,STR014,15,5911.66,22.13,10,2,2
2025-06-16,STR010,10,4335.7,13.3,5,4,0
2026-02-06,STR010,18,9024.62,17.06,14,2,0
2025-12-27,STR011,9,2478.46,13.11,4,3,0
2026-03-24,STR015,12,5553.2,15.58,6,4,3
2026-03-07,STR030,17,10252.32,15.76,11,5,1
2025-06-13,STR011,21,7570.07,14.43,12,6,3
2026-01-26,STR022,17,8615.5,14.59,12,5,0
2025-11-20,STR005,11,7978.92,15.55,6,2,2
2025-11-14,STR030,15,8474.51,20.93,12,1,1
2026-02-04,STR024,6,1120.56,10.0,2,0,1
2025-06-26,STR015,14,6208.6,17.71,8,5,2
2025-11-22,STR009,13,3687.22,16.38,8,4,3
2025-10-27,STR030,16,10617.68,19.13,8,2,1
2025-06-17,STR007,15,10177.52,17.8,11,1,3
2026-05-13,STR021,14,8792.42,14.5,7,2,2
2026-04-01,STR013,10,4932.87,14.3,5,3,2
2026-02-24,STR019,12,3963.76,22.0,9,0,0
2025-07-29,STR001,11,5797.9,21.45,8,2,0
2025-11-05,STR017,17,15807.94,18.65,9,3,3
2025-06-07,STR018,17,9734.3,15.06,8,4,1
2025-11-11,STR030,10,3894.85,19.1,6,0,0
2025-06-29,STR017,8,4663.55,12.88,4,4,0
2025-08-17,STR026,20,9180.47,15.3,15,6,1
2026-03-30,STR007,11,5874.4,18.36,6,2,0
2025-08-31,STR028,13,8493.45,13.08,8,3,0
2025-11-23,STR026,13,8460.75,12.69,4,5,5
2025-08-30,STR005,17,11704.86,13.94,9,3,3
2026-01-05,STR019,10,4054.9,13.8,7,3,0
2025-11-18,STR006,15,8467.44,16.73,8,3,0
2025-09-20,STR028,16,9854.21,21.81,11,2,0
2025-08-27,STR024,13,8969.32,17.69,9,7,1
2025-08-15,STR028,13,7633.7,17.46,9,4,2
2026-02-13,STR004,17,7899.7,18.76,13,2,1
2026-04-11,STR003,16,7671.45,16.69,11,3,0
2025-12-13,STR007,13,6595.01,15.69,9,2,1
2025-07-17,STR023,10,3083.01,16.0,6,0,2
2025-07-04,STR024,14,6030.35,15.07,5,0,1
2025-07-30,STR002,23,9314.08,17.61,14,4,3
2025-09-12,STR007,14,10265.9,14.93,9,3,0
2026-01-15,STR029,14,6079.19,14.79,10,2,2
2026-01-03,STR013,18,10573.64,16.83,10,4,0
2025-07-03,STR027,12,5957.57,12.0,6,2,1
2026-03-01,STR003,14,6573.08,13.64,8,4,1
2025-10-07,STR024,10,9291.72,14.0,6,0,2
2025-08-28,STR023,9,2598.13,10.78,4,3,2
2025-07-26,STR017,14,8159.99,13.71,8,4,1
2026-02-25,STR013,16,10167.62,12.63,9,5,4
2025-09-21,STR022,19,10031.36,18.42,13,3,2
2025-10-30,STR006,15,4928.96,17.93,12,3,1
2025-09-23,STR012,19,13366.45,14.47,13,6,2
2025-07-28,STR021,12,6272.22,14.75,8,1,1
2025-07-02,STR026,13,5469.43,15.54,9,2,1
2025-11-28,STR003,16,9170.36,18.19,11,7,1
2025-06-26,STR014,10,6731.71,20.7,7,1,2
2025-07-12,STR020,15,5530.28,13.2,6,1,2
2025-12-19,STR007,9,5369.1,12.22,5,2,1
2025-07-10,STR003,14,5501.58,21.5,9,7,2
2026-03-24,STR003,14,11014.96,14.21,9,3,2
2025-09-06,STR013,14,3907.52,16.07,9,2,2
2026-03-16,STR002,16,6381.58,15.63,11,4,0
2025-12-25,STR009,15,9358.99,20.93,10,3,1
2025-06-10,STR001,15,7245.74,18.73,12,3,3
2025-10-12,STR009,23,9971.39,14.78,15,6,2
2025-09-11,STR007,12,9384.75,19.25,7,2,2
2025-12-14,STR016,15,6206.17,21.6,11,1,1
2025-07-04,STR013,19,8967.68,11.16,5,3,6
2026-03-06,STR015,14,6447.35,17.0,10,1,2
2026-01-26,STR017,16,7196.56,15.25,9,5,1
2025-08-05,STR003,16,10376.83,17.69,8,2,4
2026-03-12,STR018,16,9602.32,14.44,7,3,1
2026-05-28,STR007,12,6487.29,18.0,10,2,1
2026-03-08,STR008,15,5853.28,14.47,9,4,1
2026-05-31,STR017,16,6734.54,19.63,13,5,3
2025-08-02,STR027,11,5655.37,16.73,7,4,1
2026-05-18,STR007,13,8079.06,19.77,9,3,1
2025-08-20,STR008,11,2661.81,17.09,6,2,2
2025-06-29,STR020,13,7543.95,20.0,8,2,4
2025-06-24,STR001,17,8582.73,14.94,8,7,1
2025-11-10,STR016,17,8007.67,17.0,11,4,1
2026-05-15,STR026,15,5986.78,19.4,9,2,3
2025-11-04,STR010,16,9280.76,14.38,9,5,2
2025-07-26,STR025,11,3414.57,14.0,8,1,0
2026-02-18,STR001,14,4003.65,18.29,10,4,3
2025-07-07,STR003,17,6247.54,18.18,12,2,2
2026-01-15,STR024,10,4175.94,12.2,4,2,1
2026-05-28,STR025,16,7060.49,16.63,7,3,3
2025-10-27,STR015,12,2809.02,13.5,5,3,1
2026-04-03,STR010,16,9500.91,13.88,8,2,3
2025-07-28,STR005,15,6774.51,16.2,9,6,0
2026-03-03,STR029,11,4417.44,17.0,9,3,1
2025-10-16,STR020,11,4827.7,14.73,7,1,0
2026-04-12,STR027,15,4928.62,16.27,10,2,0
2025-12-12,STR008,15,11785.55,19.53,10,4,4
2025-08-23,STR001,6,2740.04,25.17,5,1,1
2025-10-24,STR008,17,10582.04,15.94,14,3,4
2025-08-08,STR006,19,9964.11,16.53,13,3,0
2026-02-22,STR011,11,5815.88,19.64,7,1,0
2025-07-06,STR025,14,8288.75,15.07,8,2,1
2025-06-23,STR026,17,9078.85,15.12,12,3,2
2025-06-21,STR006,14,7869.76,16.71,9,3,0
2025-12-04,STR004,13,6227.74,18.85,11,4,1
2025-06-30,STR005,17,9047.43,19.47,13,0,3
2026-04-10,STR021,11,5326.64,13.0,7,0,0
2025-09-17,STR029,18,6239.93,18.11,13,1,0
2025-06-17,STR001,13,4625.44,15.15,9,2,1
2025-06-07,STR002,12,6205.39,14.08,5,1,4
2025-08-22,STR018,12,4099.46,15.67,5,1,1
2025-07-21,STR008,10,3708.32,12.7,6,1,1
2026-01-20,STR021,20,10951.34,21.35,17,2,3
2025-06-12,STR020,16,8824.5,18.0,11,2,1
2025-07-14,STR023,16,4479.76,16.25,10,5,1
2026-01-01,STR004,21,13212.15,14.81,12,3,3
2026-03-13,STR028,13,6246.71,13.62,5,2,1
2026-05-30,STR029,9,2828.76,11.44,4,3,1
2025-11-24,STR014,15,8696.75,12.53,8,4,3
2026-01-09,STR025,11,5186.05,19.45,10,3,2
2026-04-12,STR025,14,7051.36,13.93,7,3,1
2026-03-11,STR013,12,4506.56,18.67,8,3,1
2026-02-02,STR001,19,6260.0,18.53,10,2,2
2026-04-21,STR008,13,7943.65,21.62,7,4,2
2025-10-14,STR028,10,4745.29,17.2,7,1,3
2025-10-10,STR007,13,6883.52,19.92,8,1,3
2025-07-02,STR015,14,6075.62,13.93,10,1,1
2025-06-16,STR020,15,7407.29,14.07,10,2,2
2025-10-06,STR029,12,7643.99,15.75,8,1,1
2025-12-12,STR011,13,7153.61,17.77,8,4,1
2026-04-08,STR009,13,6318.88,16.62,8,2,1
2025-06-30,STR015,20,8059.02,18.1,12,1,1
2026-05-11,STR010,10,2894.51,13.5,5,2,1
2026-05-29,STR019,12,7287.39,21.33,10,4,0
2025-10-28,STR027,9,3060.63,13.22,3,0,2
2026-03-13,STR029,21,8272.07,16.81,14,6,4
2026-03-13,STR012,13,10532.61,16.15,6,3,1
2026-01-11,STR018,7,3692.07,18.29,7,0,1
2025-06-23,STR028,18,9632.53,16.44,11,3,3
2025-08-01,STR004,16,7543.51,17.25,12,0,2
2025-09-14,STR014,14,6813.37,16.29,8,2,1
2025-10-11,STR022,13,5020.69,18.85,9,2,1
2025-07-14,STR005,11,4925.52,20.82,6,2,1
2026-02-23,STR004,9,6670.71,16.67,4,1,2
2026-02-05,STR029,12,4273.86,18.08,8,2,1
2025-10-06,STR023,9,4997.81,18.33,6,3,0
2025-11-30,STR005,17,8897.86,16.18,10,1,1
2026-05-10,STR026,13,8195.52,14.31,6,4,2
2025-12-13,STR001,13,6224.69,14.23,7,3,1
2025-07-14,STR002,10,5492.69,11.2,4,3,1
2026-04-20,STR022,13,5845.43,13.31,8,2,1
2025-09-08,STR010,14,4298.19,18.64,11,3,0
2025-09-14,STR010,13,6514.48,15.92,7,3,0
2026-01-10,STR027,13,4094.68,13.46,6,4,1
2025-06-12,STR019,12,6956.84,17.17,7,2,3
2025-09-23,STR010,14,5648.28,19.79,10,2,2
2026-01-25,STR013,9,6791.8,23.44,9,1,1
2025-07-10,STR028,21,8251.38,16.48,15,4,1
2026-04-01,STR027,10,4821.59,14.3,4,2,1
2026-04-15,STR027,11,8273.86,19.09,7,3,0
2025-09-10,STR020,12,7835.24,18.33,8,2,3
2026-04-24,STR024,14,9491.5,12.86,5,2,1
2026-02-01,STR030,17,13316.49,18.53,12,3,3
2025-09-27,STR027,12,8900.03,21.0,11,2,1
2026-05-30,STR028,10,4817.63,18.9,7,4,0
2025-08-21,STR018,12,7468.59,19.83,8,1,0
2026-05-08,STR018,14,10821.74,14.43,5,5,2
2025-11-29,STR005,14,10294.39,17.43,7,5,3
2025-09-06,STR003,13,5261.7,14.38,6,5,1
2026-02-24,STR011,15,9174.57,19.33,11,3,1
2025-06-22,STR018,15,10047.05,21.93,12,4,2
2025-10-02,STR025,13,9875.52,13.92,6,4,2
2026-03-14,STR025,15,7887.06,14.07,9,3,1
2025-09-17,STR026,16,9309.31,15.38,10,3,2
2025-06-22,STR017,9,4586.17,15.89,7,3,1
2026-02-04,STR018,16,7809.83,15.94,12,3,1
2025-08-24,STR004,24,12612.51,16.0,13,6,2
2026-02-15,STR024,14,9747.74,21.57,8,1,2
2025-07-04,STR003,12,7793.59,14.17,7,2,3
2025-11-06,STR018,19,8493.26,14.84,10,5,3
2025-12-17,STR012,16,12285.91,14.25,11,3,6
2025-10-24,STR016,19,12407.73,14.68,10,6,1
2026-01-31,STR010,19,12140.53,16.32,8,5,1
2025-11-17,STR022,10,5084.87,13.2,7,1,0
2026-05-27,STR010,10,5545.94,17.9,7,4,2
2026-03-29,STR018,15,7293.94,19.27,11,3,1
2025-07-10,STR023,8,1709.18,18.75,5,1,2
2025-07-27,STR030,17,7590.54,21.0,13,2,1
2026-01-06,STR026,16,6061.02,18.06,9,7,2
2025-09-27,STR026,16,9405.67,17.19,12,4,1
2025-08-02,STR024,13,8304.86,21.23,12,4,1
2026-06-02,STR007,14,6935.74,22.07,11,3,0
2025-09-25,STR015,15,4961.94,15.87,10,3,2
2025-08-31,STR016,17,11775.54,14.59,9,3,4
2026-04-09,STR019,13,7054.19,15.77,9,2,3
2026-01-17,STR015,17,9734.89,12.82,9,1,1
2026-02-21,STR015,10,4109.29,15.6,6,1,2
2025-08-09,STR003,12,6656.45,15.83,6,3,2
2025-08-16,STR026,12,7349.49,22.08,7,3,1
2026-03-12,STR006,16,12396.75,23.31,13,2,0
2025-10-04,STR030,15,11562.77,19.13,10,4,1
2026-01-16,STR003,13,8524.22,19.31,9,4,0
2026-01-19,STR001,13,8299.47,16.0,7,4,0
2026-04-22,STR017,16,7048.84,18.75,12,2,1
2026-01-09,STR012,15,7263.59,19.93,11,2,1
2025-10-23,STR002,13,4693.25,16.54,7,0,4
2025-07-25,STR028,12,8173.62,14.58,6,1,1
2026-01-18,STR003,12,5461.5,17.5,8,2,0
2026-04-12,STR007,14,6568.05,16.07,7,4,0
2025-07-22,STR027,13,8418.63,18.0,12,5,2
2025-09-18,STR012,14,5237.57,14.86,6,4,0
2025-11-03,STR027,12,9184.57,15.08,8,2,0
2025-09-25,STR010,18,6905.06,18.94,12,4,2
2026-04-25,STR026,10,5040.19,12.8,5,2,2
2026-05-23,STR022,21,16345.59,17.95,15,4,3
2025-11-13,STR005,15,6868.2,19.2,8,3,0
2025-07-27,STR003,15,10087.12,14.33,11,5,4
2026-05-08,STR007,13,7440.81,11.77,6,2,3
2026-03-14,STR012,13,6774.92,17.54,10,2,1
2025-08-04,STR007,15,3452.46,22.87,13,4,0
2026-05-12,STR010,11,6380.89,16.73,7,2,2
2025-12-03,STR023,15,7876.52,14.27,11,6,1
2025-06-15,STR009,23,9740.19,15.0,13,4,1
2026-01-21,STR003,10,6043.16,25.7,9,3,1
2025-06-28,STR017,10,5362.44,15.2,6,1,1
2026-04-09,STR001,10,6411.11,19.1,6,3,3
2026-01-30,STR003,15,11472.76,15.53,10,3,2
2026-05-08,STR021,16,12572.77,13.44,6,6,2
2026-01-15,STR008,11,4222.02,17.0,8,1,0
2025-07-30,STR029,12,6471.32,15.33,4,1,4
2026-05-23,STR017,11,5275.51,13.09,5,1,2
2026-03-12,STR005,12,9480.76,19.42,8,2,2
2026-01-15,STR012,13,5961.94,15.92,6,2,2
2025-08-07,STR013,10,5801.25,17.5,8,2,2
2026-05-23,STR004,14,8690.32,14.14,7,0,2
2026-03-04,STR026,12,5081.41,18.83,7,4,1
2025-06-18,STR016,12,3752.24,19.83,9,5,1
